APMC's,Commodity,Min Price(Price in Rs.),Modal Price(Price in Rs.),Max Price(Price in Rs.)
KARNAL,GUAVA,5000,6000,7000
KARNAL,LEMON,4990,8000,8000
KARNAL,CAULIFLOWER,410,700,700
KARNAL,MUSK MELON,4000,4000,4000
KARNAL,ONION,2000,2100,2200
KARNAL,GREEN CHILLI,3600,3800,4000
KARNAL,WATER MELON,1800,1800,2000
KARNAL,MUSK MELON,4000,4000,4000
KARNAL,POTATO,600,800,860
KARNAL,FENUGREEK (HARI METHI),900,1000,1000
KARNAL,PEAS GREEN ,1600,3200,3500
KARNAL,MUSK MELON,4000,4000,4000
KARNAL,SPINACH (PALAK),1100,1200,1200
KARNAL,POTATO,600,800,860
KARNAL,GARLIC,4500,6800,6800
KARNAL,WATER MELON,1800,1800,2000
KARNAL,SPINACH (PALAK),1100,1200,1200
KARNAL,BRINJAL,1100,1500,1703
KARNAL,PEAS GREEN ,1600,3200,3500
KARNAL,CAPSICUM,1200,1600,4000
KARNAL,GARLIC,4500,6800,6800
KARNAL,CAULIFLOWER,410,700,700
KARNAL,BRINJAL,1100,1500,1703
KARNAL,GRAPES,5000,7000,8000
KARNAL,MUSTARD,5000,5350,7050
KARNAL,GREEN CHILLI,3600,3800,4000
KARNAL,CARROT,1000,1200,1200
KARNAL,MANGO,9000,9000,9000
KARNAL,FENUGREEK (HARI METHI),900,1000,1000
KARNAL,CUCUMBER,1000,2000,2000
KARNAL,ORANGE,6000,7000,7000
KARNAL,ONION WHITE,1200,1200,1200
KARNAL,LEMON,4990,8000,8000
KARNAL,MUSTARD,5000,5350,7050
KARNAL,BANANA,2000,3000,3000
KARNAL,MUSTARD,5000,5350,5430
KARNAL,RADDISH,990,1000,1000
KARNAL,ONION,2000,2100,2200
KARNAL,CORIANDAR,1400,1600,2000
KARNAL,ORANGE,6000,7000,7000
KARNAL,TOMATO,550,1200,5001
KARNAL,RADDISH,990,1000,1000
KARNAL,BOTTLE GOURD,800,1000,1000
KARNAL,MUSTARD,5000,5350,7050
KARNAL,TOMATO,550,1200,5001
KARNAL,CABBAGE,400,400,400
KARNAL,CORIANDAR,1400,1600,2000
KOSLI APMC,BARLEY (JAU),1730,1750,1900
MULLANA,MUSTARD,6010,6025,6900
NARAINGARH APMC,GRAPEFRUIT,6500,6500,6500
NARAINGARH APMC,GREEN CHILLI,3500,3500,3500
NARAINGARH APMC,WATER MELON,1500,1500,1500
NARAINGARH APMC,LEMON,7000,7000,7000
NARAINGARH APMC,CORIANDAR,1400,1400,1400
NARAINGARH APMC,GINGER,3500,3500,3500
NARAINGARH APMC,ONION RED,1800,1800,1800
NARAINGARH APMC,BITTER GOURD,4000,4000,4000
NARAINGARH APMC,POTATO,400,415,512
NARAINGARH APMC,BRINJAL,1100,1100,1100
NARAINGARH APMC,RADDISH,900,900,900
NARAINGARH APMC,CAPSICUM,1500,1500,1500
NARAINGARH APMC,TOMATO,400,700,900
NARAINGARH APMC,CAULIFLOWER,250,500,500
NARAINGARH APMC,BER,3000,3000,3000
NARAINGARH APMC,FRENCH BEAN,2700,2700,2700
NARAINGARH APMC,POMEGRANATE,7000,7000,7000
NARAINGARH APMC,LADY FINGER,4800,4800,4800
NARAINGARH APMC,PEAS GREEN ,1800,1800,1800
NARAINGARH APMC,GARLIC,5000,5000,5000
NARAINGARH APMC,FENUGREEK (HARI METHI),1100,1100,1100
NARAINGARH APMC,MOUSAMBI,3600,3600,3600
NARAINGARH APMC,POINTED GOURD (PARWAL),2600,2600,2600
NARAINGARH APMC,BOTTLE GOURDE,800,1000,1200
NARAINGARH APMC,PUMPKIN,500,1000,1000
NARAINGARH APMC,CABBAGE,400,400,400
NARAINGARH APMC,SPINACH (PALAK),800,800,800
NARAINGARH APMC,CARROT,1000,1000,1000
NARAINGARH APMC,CUCUMBER,900,1000,1000
NARWANA,COTTON,7050,7150,7175
NARWANA,COTTON,7050,7150,7175
NARWANA,PADDY-BASMATI1121,2925,3350,3350
NARWANA,PADDY-BASMATI1121,2925,3350,3350
NUH APMC,MUSTARD,5200,5300,5900
NUH APMC,BARLEY (JAU),1950,1950,1950
PANIPAT,APPLE -RICH RED LARGE,3000,3000,4000
PANIPAT,SPONGE GOURD,850,850,850
PANIPAT,TINDA,850,850,850
PANIPAT,BER,1000,1200,1200
PANIPAT,PINE APPLE,2200,2250,2250
PANIPAT,CAPSICUM,500,500,650
PANIPAT,PEAS GREEN ,700,750,800
PANIPAT,CAULIFLOWER,400,500,6000
PANIPAT,BOTTLE GOURD,400,550,600
PANIPAT,GREEN CHILLI,800,800,800
PANIPAT,ONION,900,1000,1000
PANIPAT,PUMPKIN,550,700,800
PANIPAT,SPINACH (PALAK),400,550,550
PANIPAT,BANANA,2200,2350,2450
PANIPAT,SPRING ONION,850,900,900
PANIPAT,TOMATO,400,600,750
PANIPAT,MUSK MELON,1500,1500,1500
PANIPAT,CABBAGE,500,500,550
PANIPAT,POMEGRANATE,4500,5000,5000
PANIPAT,CARROT,600,600,650
PANIPAT,GARLIC,2200,2200,2200
PANIPAT,CUCUMBER,450,450,600
PANIPAT,BRINJAL,600,600,650
PANIPAT,FENUGREEK (HARI METHI),650,700,700
PANIPAT,POTATO,600,600,850
PANIPAT,RADDISH,550,650,650
PATAUDI,BARLEY (JAU),1800,1950,2000
PEHOWA,APPLE -RICH RED LARGE,7000,7000,8000
PEHOWA,GRAPES,6000,6000,6000
PEHOWA,PEAS GREEN ,800,2000,2000
PEHOWA,CAULIFLOWER,300,300,1300
PEHOWA,ONION,1900,2500,2500
PEHOWA,TOMATO,1500,2000,2000
PEHOWA,BANANA,3000,3000,3000
PEHOWA,ORANGE,2800,2800,4000
PEHOWA,CARROT,800,800,800
PEHOWA,CORIANDER LEAVES,1500,1500,1500
PEHOWA,PUMPKIN,1200,1200,1300
PIPLI APMC,POTATO,380,400,930
PIPLI APMC,POTATO,380,400,930
PIPLI APMC,POTATO,380,400,930
PUNDRI,POTATO SWEET,400,450,500
PUNDRI,BANANA AMRUTHAPANI,2400,2500,2500
PUNDRI,GRAPES,4500,4500,4500
PUNDRI,GRAPES,4500,4500,4500
PUNDRI,PEAS GREEN ,2800,3000,3000
PUNDRI,PEAS GREEN ,2800,3000,3000
PUNDRI,CARROT,800,1000,1000
PUNDRI,BOTTLE GOURD,1200,1200,1200
PUNDRI,FENUGREEK (HARI METHI),800,1000,1000
PUNDRI,CARROT,800,1000,1000
PUNDRI,RADDISH,600,700,800
PUNDRI,LEMON,4500,4500,4500
PUNDRI,BANANA KADALI,2500,2500,2500
PUNDRI,TOMATO,1000,1100,1500
PUNDRI,ONION,1800,2000,2100
PUNDRI,CARROT,800,1000,1200
PUNDRI,SPINACH (PALAK),1100,1100,1100
PUNDRI,APPLE,9000,9000,9000
PUNDRI,APPLE,9000,9000,9000
PUNDRI,TOMATO,1000,1100,1500
PUNDRI,CHIKOOS,4500,4500,4500
PUNDRI,ORANGE,8000,8000,8000
PUNDRI,ORANGE,8000,8000,8000
PUNDRI,CABBAGE,400,500,500
PUNDRI,GINGER,4800,4800,4800
PUNDRI,CAULIFLOWER,500,500,1200
PUNDRI,CABBAGE,400,500,500
PUNDRI,ONION,1800,2000,2100
PUNDRI,CAULIFLOWER,500,500,1200
PUNDRI,APPLE,9000,10000,10000
PUNDRI,POTATO SWEET,400,450,500
PUNDRI,FENUGREEK (HARI METHI),800,1000,1000
PUNDRI,ORANGE,8000,8000,9000
PUNDRI,RADDISH,600,700,800
PUNHANA APMC,BAJRA,2000,2000,2000
PUNHANA APMC,MUSTARD,4800,6000,6000
PUNHANA APMC,MASOOR,5500,5500,5725
PUNHANA APMC,BARLEY (JAU),2050,2050,2050
PUNHANA APMC,MASOOR,5500,5500,5725
PUNHANA APMC,MUSTARD,4800,6000,6000
REWARI,BAJRA,2240,2240,2240
REWARI,COTTON,5000,5000,5000
REWARI,BARLEY (JAU),1750,1901,1909
REWARI,MUSTARD,5125,5721,5802
REWARI,MUSTARD,5125,5680,5802
ROHTAK,CAPSICUM,500,500,1200
ROHTAK,TINDA,500,500,700
ROHTAK,GRAPES,1500,3500,6000
ROHTAK,CAULIFLOWER,300,300,500
ROHTAK,MANGO,7000,7000,8000
ROHTAK,ARBI (COLACASIA),4000,4000,4000
ROHTAK,ORANGE,1500,1500,1500
ROHTAK,CUCUMBER,300,300,1200
ROHTAK,POMEGRANATE,6000,6000,7000
ROHTAK,LEMON,3000,3000,3000
ROHTAK,PEAS GREEN ,700,700,700
ROHTAK,ONION,800,1200,1200
ROHTAK,SWEET LEMON (MOSAMBI),1500,1500,2500
ROHTAK,PUMPKIN,300,300,800
ROHTAK,BOTTLE GOURD,300,500,700
ROHTAK,SPINACH (PALAK),500,700,800
ROHTAK,APPLE,6000,7000,8000
ROHTAK,CABBAGE,300,300,300
ROHTAK,SPRING ONION,700,800,800
ROHTAK,BER,500,1000,1200
ROHTAK,CARROT,300,300,700
ROHTAK,TOMATO,300,600,800
ROHTAK,GUAVA,800,800,2000
ROHTAK,BEANS -CLUSTER,3000,3000,3000
ROHTAK,MUSK MELON,3000,3000,3000
ROHTAK,CORIANDER LEAVES,600,1000,1500
ROHTAK,PINE APPLE,1500,3000,3000
ROHTAK,GREEN CHILLI,1000,1000,1500
ROHTAK,GREEN GRAM HYBRID,600,600,600
ROHTAK,FENUGREEK (HARI METHI),600,800,800
ROHTAK,GINGER,1500,1500,3000
ROHTAK,POTATO,700,700,700
ROHTAK,BITTER GOURD,300,1500,3000
ROHTAK,RADDISH,400,400,400
ROHTAK,BRINJAL,300,300,1400
ROHTAK,SPONGE GOURD,2500,2500,2500
ROHTAK,BANANA,2000,2000,2000
SAFIDON,MUSTARD,5351,5705,5712
SAFIDON,MUSTARD,5351,5705,5712
SAMALKHA,MUSTARD,5311,5651,5681
SAMALKHA,MUSTARD,5311,5651,5681
SAMALKHA,MUSTARD,5311,5651,5681
SHAHZADPUR APMC,PUMPKIN,1100,1100,1100
SHAHZADPUR APMC,PEAS GREEN ,2000,2000,3500
SHAHZADPUR APMC,BRINJAL,1500,1500,1500
SHAHZADPUR APMC,CAULIFLOWER,500,700,700
SHAHZADPUR APMC,GREEN CHILLI,2000,6000,6000
SHAHZADPUR APMC,FENUGREEK (HARI METHI),1500,1500,1500
SHAHZADPUR APMC,POTATO,800,800,1000
SHAHZADPUR APMC,TOMATO,800,1000,1000
SHAHZADPUR APMC,BOTTLE GOURD,1400,1400,1400
SHAHZADPUR APMC,CARROT,1500,1500,1500
SHAHZADPUR APMC,CUCUMBER,1000,1500,1500
SHAHZADPUR APMC,LEMON,8000,8000,8000
SHAHZADPUR APMC,ONION,1200,1200,1500
SIRSA,CAPSICUM,2600,2600,3000
SIRSA,LADY FINGER,4500,5000,5000
SIRSA,PEAR,4500,4500,5500
SIRSA,CAULIFLOWER,650,650,650
SIRSA,WHEAT,2501,2501,2501
SIRSA,POMEGRANATE,9500,11000,11000
SIRSA,GUAR SEEDS,4200,4200,4310
SIRSA,CUCUMBER,1500,1500,1500
SIRSA,WATER MELON,2300,2300,2400
SIRSA,PADDY-DUPLICATE BASMATI,2100,2300,2400
SIRSA,LADY FINGER,5000,5000,5000
SIRSA,CHILLIES,2700,2700,2700
SIRSA,GRAPES,6500,6500,7000
SIRSA,MUSTARD,5422,5744,5744
SIRSA,ONION,1800,1870,1900
SIRSA,GARLIC,6500,6500,6500
SIRSA,MUSK MELON,3500,3500,3500
SIRSA,PUMPKIN,1500,1500,1800
SIRSA,COCONUT,3500,4500,4500
SIRSA,BEETROOT,2600,2600,2600
SIRSA,PINE APPLE,4500,4500,5000
SIRSA,TOMATO,1100,1200,1300
SIRSA,GRAPES,6500,7000,7000
SIRSA,BOTTLE GOURD,2100,2100,2100
SIRSA,GARLIC,6500,6500,6500
SIRSA,MUSK MELON,3500,3500,3500
SIRSA,CABBAGE,550,750,750
SIRSA,CAPSICUM,2600,2600,3000
SIRSA,PAPAYA,4000,4000,4000
SIRSA,CARROT,1300,1300,1300
SIRSA,LEMON,4500,4500,6000
SIRSA,PINE APPLE,4500,4500,4500
SIRSA,BEANS -CLUSTER,2000,2600,2600
SIRSA,AMERICAN-COTTON,6310,7260,7293
SIRSA,STRAWBERRY,8500,8500,9500
SIRSA,GHERKIN,1600,2100,2100
SIRSA,GREEN GRAM HYBRID,2600,2600,2600
SIRSA,COCONUT,3500,4000,4500
SIRSA,AMERICAN-COTTON,6310,7265,7365
SIRSA,LEMON,4500,4500,6000
SIRSA,CORIANDER  WHOLE,2300,2500,2500
SIRSA,MANGO,15000,15000,15000
SIRSA,GUAR SEEDS,4200,4200,5874
SIRSA,POTATO,850,850,950
SIRSA,GINGER,5500,6000,6000
SIRSA,ORANGE,3000,3300,3300
SIRSA,SPONGE GOURD,1800,2300,2300
SIRSA,CHIKOOS,4000,4000,4500
SIRSA,BITTER GOURD,2400,2400,2400
SIRSA,WATER MELON,2300,2300,2400
SIRSA,MANGO,15000,15000,15000
SIRSA,BROCCOLI,1600,1800,1800
SIRSA,BITTER GOURD,2400,2400,2600
SIRSA,ORANGE,3000,3300,3300
SIWAN,CARROT,800,800,800
SIWAN,CUCUMBER,1200,1200,1200
SIWAN,POTATO,800,800,800
SIWAN,BRINJAL,1200,1200,1200
SIWAN,CAULIFLOWER,400,400,400
SIWAN,ONION,2300,2300,2300
SIWANI,GUAR SEEDS,5172,5430,5450
SIWANI,AMERICAN-COTTON,7060,7260,7400
SIWANI,GUAR SEEDS,5120,5201,5450
SIWANI,GUAR SEEDS,5120,5201,5450
SIWANI,AMERICAN-COTTON,7150,7190,7300
SIWANI,MUSTARD,5500,5500,5500
SOHNA,MUSTARD,5400,5400,5620
SOHNA,MUSTARD,5400,5400,5400
SOHNA,BARLEY (JAU),1925,1925,1925
SONEPAT,PADDY-BASMATI1121,3201,3251,3251
TARAORI,PADDY-BASMATI1121,2411,3071,4725
TARAORI,PADDY-DUPLICATE BASMATI,2550,2550,2550
TARAORI,PADDY-BASMATI1509,2411,2611,3200
TARAORI,PADDY-BASMATI1509,2411,2611,3200
TARAORI,PADDY-BASMATI ,2920,5199,5200
TARAORI,PADDY-BASMATI1509,2411,2611,3200
TARAORI,PADDY-SHARBATHI,2411,2650,2650
TARAORI,PADDY-BASMATI1121,2411,3071,4725
TARAORI,PADDY-BASMATI1121,2411,3071,4725
TAURU APMC,BAJRA,2200,2200,2200
TAURU APMC,BAJRA,2200,2200,2200
TAURU APMC,MUSTARD,4900,4900,5510
TAURU APMC,BARLEY (JAU),2030,2030,2030
TAURU APMC,MUSTARD,4500,5200,5750
TOHANA,PADDY-BASMATI1121,2475,3130,3625
TOHANA,PADDY-BASMATI1509,2625,2711,2711
TOHANA,PADDY-BASMATI1121,2475,3130,3625
TOHANA,PADDY-DUPLICATE BASMATI,2380,2380,3350
TOHANA,PADDY-BASMATI1121,2475,3130,3625
TOHANA,PADDY-DUPLICATE BASMATI,2380,2380,3350
TOHANA,PADDY-DUPLICATE BASMATI,2380,2380,3350
TOHANA,PADDY-BASMATI1509,2625,2711,2711
UCHANA,MUSTARD,5505,5595,5770
UCHANA,COTTON,6735,7257,7278
UCHANA,COTTON,6735,7257,7278
UCHANA,MUSTARD,5505,5595,5770
UCHANA,PADDY-BASMATI1121,3150,4100,4100
UCHANA,MUSTARD,5505,5595,5770
UKLANA APMC,AMERICAN-COTTON,6700,7170,7280
UKLANA APMC,AMERICAN-COTTON,6700,7170,7280
UKLANA APMC,AMERICAN-COTTON,6700,7170,7280
UKLANA APMC,AMERICAN-COTTON,6700,7170,7280
UKLANA APMC,PADDY-BASMATI1121,3131,3331,3331
BAIJNATH,MUSK MELON,5000,5000,5000
BAIJNATH,PEAS GREEN ,4700,4700,4700
BAIJNATH,ONION,2500,2500,2500
BAIJNATH,TOMATO,1800,1800,1800
BAIJNATH,WATER MELON,3500,3500,3500
BAIJNATH,CAULIFLOWER,1300,1300,1300
BAIJNATH,POTATO,1200,1200,1200
BHUNTAR,CAULIFLOWER,1000,1200,1700
BHUNTAR,PEAS GREEN ,3500,3500,4500
BHUNTAR,SPINACH (PALAK),1500,1500,1500
CHAMBA,LADY FINGER,5500,5500,5500
CHAMBA,PAPAYA,5000,5000,5000
CHAMBA,CARROT,700,700,700
CHAMBA,CUCUMBER,2000,2000,2000
CHAMBA,TOMATO,1450,1450,1450
CHAMBA,KINNOW,5800,5800,5800
CHAMBA,PEAS GREEN ,1800,1800,1800
CHAMBA,CAULIFLOWER,500,500,500
DHALLI SHIMLA,FRENCH BEAN,4500,4500,4500
DHALLI SHIMLA,POTATO,1600,1600,1600
DHALLI SHIMLA,GRAPES,12000,12000,12000
DHALLI SHIMLA,PEAS GREEN ,5000,5000,5000
DHALLI SHIMLA,BEETROOT,3500,3500,3500
DHALLI SHIMLA,BOTTLE GOURD,4500,4500,4500
DHALLI SHIMLA,CUCUMBER,3500,3500,3500
DHALLI SHIMLA,GREEN CHILLI,3500,3500,3500
DHALLI SHIMLA,POMEGRANATE,13000,13000,13000
DHALLI SHIMLA,GARLIC,18000,18000,18000
DHALLI SHIMLA,BITTER GOURD,4500,4500,4500
DHALLI SHIMLA,CARROT,2000,2000,2000
DHANOTU,CARROT,1400,1400,1450
DHANOTU,APPLE,14900,14900,14900
DHANOTU,CUCUMBER,2100,2100,2100
DHANOTU,GRAPES,9900,9900,9900
DHANOTU,LEMON,14500,14500,14500
DHANOTU,ORANGE,7400,7400,7400
DHANOTU,PUMPKIN,1950,1950,1950
DHANOTU,WATER MELON,1950,1950,1950
DHANOTU,TOMATO,1550,1550,1550
DHANOTU,GARLIC,8900,8900,8900
DHANOTU,BEETROOT,1950,1950,1950
DHANOTU,BRINJAL,2700,2700,2700
DHANOTU,CAPSICUM,2900,2900,2900
DHANOTU,CAULIFLOWER,950,950,950
DHANOTU,BANANA,6200,6200,6200
DHANOTU,GREEN CHILLI,5900,5900,5900
DHANOTU,KINNOW,6900,6900,6900
DHANOTU,ONION,2500,2500,2500
DHANOTU,POMEGRANATE,12900,12900,12900
DHANOTU,RADDISH,1150,1150,1150
DHANOTU,PEAS GREEN ,2900,2900,2900
DHANOTU,GINGER,5900,5900,5900
DHANOTU,BOTTLE GOURDE,1550,1550,1550
DHANOTU,CABBAGE,650,650,650
DHARAMSHALA ,MOUSAMBI,7000,7000,7000
DHARAMSHALA ,CUCUMBER,3000,3000,3000
DHARAMSHALA ,POTATO,1200,1200,1200
DHARAMSHALA ,GUAVA,8000,8000,8000
DHARAMSHALA ,WATER MELON,2200,2200,2200
DHARAMSHALA ,BOTTLE GOURD,2000,2000,2000
DHARAMSHALA ,ONION,2800,2800,2800
DHARAMSHALA ,TOMATO,1400,1400,1400
DHARAMSHALA ,BANANA,4500,4500,4500
DHARAMSHALA ,ORANGE,10000,10000,10000
FRUIT MANDI SOLAN,PEAS GREEN ,4000,4000,4500
FRUIT MANDI SOLAN,CAULIFLOWER,1000,1000,1000
FRUIT MANDI SOLAN,TOMATO,1400,1400,1400
FRUIT MANDI SOLAN,CARROT,2000,2000,2000
FRUIT MANDI SOLAN,FRENCH BEAN,5000,5000,5000
HAMIRPUR,APPLE,15000,15000,15000
HAMIRPUR,GUAVA,5000,5000,5000
HAMIRPUR,GRAPES,10000,10000,10000
HAMIRPUR,PAPAYA,5000,5000,5000
KANGRA,POMEGRANATE,14000,14000,14000
KANGRA,GREEN CHILLI,6000,6000,6000
KANGRA,ONION,2800,2800,2800
KANGRA,TOMATO,1400,1400,1400
KANGRA,APPLE,11500,11500,11500
KANGRA,PINE APPLE,6000,6000,6000
KANGRA,GARLIC,11000,11000,11000
KANGRA,LEMON,14000,14000,14000
KANGRA,PUMPKIN,1800,1800,1800
KANGRA,ORANGE,8000,8000,8000
MANDI,PEAS GREEN ,3000,3000,3000
MANDI,BANANA,2500,2500,2500
PALAMPUR,BRINJAL,2800,2800,2800
PALAMPUR,CAULIFLOWER,1200,1200,1200
PALAMPUR,ONION,2400,2400,2400
PALAMPUR,TOMATO,1500,1500,1500
PALAMPUR,BOTTLE GOURD,2000,2000,2000
PALAMPUR,CAPSICUM,2800,2800,2800
PALAMPUR,BHINDI (LADIES FINGER),6000,6000,6000
PALAMPUR,POTATO,1100,1100,1100
PALAMPUR,PEAS GREEN ,4300,4300,4300
SANTOSHGARH,POTATO,1000,1000,1000
SANTOSHGARH,CABBAGE,600,600,600
SANTOSHGARH,CUCUMBER,1200,1200,1200
SANTOSHGARH,SQUASH,1500,1500,1500
SANTOSHGARH,CUCUMBER,1200,1200,1200
SANTOSHGARH,BOTTLE GOURD,1600,1600,1600
SANTOSHGARH,TOMATO,1000,1000,1000
SANTOSHGARH,CAULIFLOWER,500,500,500
SANTOSHGARH,ONION,2000,2000,2000
UNA,APPLE-RED ROYAL MEDIUM,15000,15000,15000
UNA,ORANGE,8000,8000,8000
UNA,POMEGRANATE,15000,15000,15000
UNA,BOTTLE GOURD,2500,2500,2500
UNA,CAPSICUM,2500,2500,2500
UNA,CAULIFLOWER,1000,1000,1000
UNA,POTATO,1000,1000,1000
UNA,TOMATO,1500,1500,1800
UNA,GRAPES,8000,8000,8000
UNA,PAPAYA,5000,5000,5000
UNA,PEAS GREEN ,2500,2500,2500
UNA,CABBAGE,600,600,600
UNA,CARROT,1500,1500,1500
UNA,CUCUMBER,2500,2500,2500
UNA,PUMPKIN,2000,2500,2500
KATHUA,PEAS GREEN ,3100,3100,3100
KATHUA,MOUSAMBI,5500,5500,5500
KATHUA,LEMON,7500,7500,7500
KATHUA,POMEGRANATE,9000,9000,9000
KATHUA,GARLIC,6250,6250,6250
KATHUA,BHINDI (LADIES FINGER),5250,5250,5250
KATHUA,ONION,2250,2250,2250
KATHUA,APPLE,8500,8500,8500
NARWAL,GARLIC,16000,16000,16000
NARWAL,RADDISH,600,600,600
NARWAL,CARROT,722,722,722
NARWAL,TOMATO,1700,1700,1700
PHALAYANA,BITTER GOURD,6500,6500,6500
PHALAYANA,SPRING ONION,4000,4000,4000
PHALAYANA,KARBUJA,4000,4000,4000
PHALAYANA,PEAS GREEN ,4000,4000,4000
PHALAYANA,FRENCH BEAN,4000,4000,4000
PHALAYANA,ORANGE,7000,7000,7000
UDHAMPUR,PEAS GREEN ,3800,3800,3800
UDHAMPUR,CAPSICUM,1800,1800,1800
UDHAMPUR,CAULIFLOWER,1000,1000,1000
UDHAMPUR,RADDISH,800,800,800
UDHAMPUR,KINNOW,7000,7000,7000
UDHAMPUR,CABBAGE,600,600,600
UDHAMPUR,CARROT,1600,1600,1600
UDHAMPUR,BEANS -CLUSTER,4200,4200,4200
UDHAMPUR,SPINACH (PALAK),2200,2200,2200
APMC CHINCHOLI,TUR/ARHAR,7000,7200,7400
APMC CHINCHOLI,TUR/ARHAR,7000,7200,7400
AGAR,SOYABEANS,4131,4499,4499
AGAR,MUSTARD,4369,5236,5236
ASHTA,SOYA-YELLOW,3910,3910,3910
ASHTA,SOYA-YELLOW,3910,4078,4152
BERASIA,MUSTARD,5270,5300,5300
BERASIA,SOYABEANS,3910,3910,3910
BERASIA,CHANA (BENGAL GRAM)-DESI,4060,4915,4915
BERASIA,WHEAT,2050,2100,2680
BERASIA,WHEAT,2100,2100,2680
BERASIA,SOYABEANS,3050,3770,3910
BURHANPUR,MAIZE,1822,2144,2241
BURHANPUR,SOYA-YELLOW,4050,4050,4050
BURHANPUR,MAIZE,1822,2144,2241
BURHANPUR,CHANA (BENGAL GRAM) ,5142,5244,5288
BURHANPUR,SOYA-YELLOW,4050,4050,4050
BURHANPUR,CHANA (BENGAL GRAM) ,5142,5244,5288
BURHANPUR,WHEAT,2652,2652,2785
BURHANPUR,TUR/ARHAR,7015,7210,7210
BURHANPUR,WHEAT,2652,2652,2785
BURHANPUR,TUR/ARHAR,7015,7210,7210
CHAURAI,WHEAT,2451,2498,2566
CHAURAI,MAIZE-NEW,2169,2230,2250
CHHINDWARA,WHEAT,2550,2611,2661
CHHINDWARA,WHEAT,2608,2608,2608
CHHINDWARA,MAIZE YELLOW,2153,2187,2246
DABRA,PEAS GREEN ,4660,4660,4690
DABRA,CHANA (BENGAL GRAM),5380,5400,5680
DALAUDA,WHEAT,2281,2515,2800
DEWAS,SOYABEANS,3800,4190,4261
DEWAS,WHEAT,2271,2410,2666
GADARWARA,PADDY,2301,2700,2700
GADARWARA,SOYABEANS,3668,3677,3947
GADARWARA,WHEAT,2350,2466,2489
GADARWARA,TUR/ARHAR,6500,7365,7615
GADARWARA,WHEAT,2350,2466,2489
GADARWARA,PADDY,2301,2700,2700
GADARWARA,TUR/ARHAR,6500,7365,7615
GADARWARA,SOYABEANS,3668,3677,3947
GADARWARA,CHANA (BENGAL GRAM) ,5100,5251,5470
GANJ BASODA,WHEAT,2351,2500,3390
GANJ BASODA,WHEAT,2351,2600,2872
HARDA,SOYABEANS,4000,4000,4000
HARDA,CHANA BENGAL GRAM-DOLLAR,8426,8571,8571
HARDA,WHEAT,2400,2485,2580
HARDA,CHANA (BENGAL GRAM)-DESI,5901,6001,6300
HARDA,WHEAT,2400,2490,2580
HARDA,WHEAT,2400,2485,2536
HARDA,CHANA (BENGAL GRAM)-DESI,4999,6150,6500
HARDA,CHANA (BENGAL GRAM)-DESI,5901,6001,6300
HARDA,MAIZE,1650,1685,2010
HARDA,SOYABEANS,4000,4000,4000
HARDA,MAIZE,1650,1685,2010
HARDA,MAIZE,1650,1685,2010
HARDA,SOYABEANS,3625,3770,4000
INDORE,CHANA BENGAL GRAM-DOLLAR,8160,8960,9505
INDORE,WHEAT,2354,2418,2917
INDORE,CHANA BENGAL GRAM-DOLLAR,8520,9150,9505
ITARSI,CHANA (BENGAL GRAM),4758,4758,4758
ITARSI,WHEAT,2423,2423,2423
ITARSI,WHEAT,2236,2400,2550
JABALPUR,MUSTARD,4580,5195,6340
JABALPUR,MOONG WHOLE (GREEN GRAM),4600,6200,7725
JABALPUR,MAIZE,1550,2140,2200
JABALPUR,MASOOR,4705,5800,5895
JAORA,CHANA (BENGAL GRAM)-DESI,5094,5190,5320
KATNI,CHANA (BENGAL GRAM),5250,5375,5528
KATNI,WHEAT,2215,2400,2737
KHANDWA,MAIZE YELLOW,1700,2075,2145
KHANDWA,TUR/ARHAR,5600,5600,6600
KHANDWA,WHEAT,2461,2530,2678
KHANDWA,TUR/ARHAR,5600,5600,6600
KHANDWA,URAD (BLACK GRAM),5000,5000,5000
KHANDWA,SOYABEANS,3400,3700,3971
KHANDWA,CHANA (BENGAL GRAM)-DESI,5063,5126,5210
KHANDWA,MAIZE YELLOW,1700,2075,2150
KHANDWA,SOYABEANS,3400,3700,3971
KHANDWA,CHANA (BENGAL GRAM)-DESI,5063,5126,5210
KHETIYA,COTTON,6500,7250,7410
KRISHI UPAJ MANDI SAMITI-BADWAHA,MAIZE,1900,1900,1930
KRISHI UPAJ MANDI SAMITI-BADWAHA,WHEAT,2450,2463,2507
KRISHI UPAJ MANDI SAMITI-BHIKANGAON,WHEAT,2040,2040,2040
KRISHI UPAJ MANDI SAMITI-KARELI,CHANA (BENGAL GRAM) ,5360,5360,5711
KRISHI UPAJ MANDI SAMITI-KHURAI,WHEAT-SARABHATI,3380,3380,3380
KRISHI UPAJ MANDI SAMITI-KHURAI,CHANA (BENGAL GRAM)-DESI,5000,5000,5262
KRISHI UPAJ MANDI SAMITI-KHURAI,TEVADA ,3575,3575,3575
KRISHI UPAJ MANDI SAMITI-KHURAI,WHEAT,2161,2410,2581
KRISHI UPAJ MANDI SAMITI-KHURAI,SOYABEANS,3915,4000,4000
KRISHI UPAJ MANDI SAMITI-KHURAI,PEAS GREEN ,3176,3200,3248
KRISHI UPAJ MANDI SAMITI-KOLARAS,WHEAT,2245,2465,2475
KRISHI UPAJ MANDI SAMITI-KOLARAS,SOYABEANS,3795,3795,3795
